7.6,0.195,-2.60831e-07
7.68839,0.112685,0.289209
7.71459,0.157758,-0.00257774
7.6,0.195,-2.60831e-07
7.60656,0.139286,0.291545
7.68839,0.112685,0.289209
7.71459,0.157758,-0.00257775
7.73897,0.043042,0.287765
7.78541,0.0602583,-0.00417062
7.71459,0.157758,-0.00257775
7.68839,0.112685,0.289209
7.73897,0.043042,0.287765
7.78541,0.0602583,-0.00417063
7.73897,-0.0430413,0.287765
7.78541,-0.0602583,-0.00417048
7.78541,0.0602583,-0.00417063
7.73897,0.043042,0.287765
7.73897,-0.0430413,0.287765
7.78541,-0.0602583,-0.00417046
7.68839,-0.112684,0.289209
7.71459,-0.157758,-0.00257732
7.78541,-0.0602583,-0.00417046
7.73897,-0.0430413,0.287765
7.68839,-0.112684,0.289209
7.71459,-0.157758,-0.00257733
7.60656,-0.139285,0.291545
7.6,-0.195,2.75904e-07
7.71459,-0.157758,-0.00257733
7.68839,-0.112684,0.289209
7.60656,-0.139285,0.291545
7.6,-0.195,2.61214e-07
7.52472,-0.112684,0.293882
7.48541,-0.157758,0.00257774
7.6,-0.195,2.61214e-07
7.60656,-0.139285,0.291545
7.52472,-0.112684,0.293882
7.48541,-0.157758,0.00257775
7.47414,-0.0430412,0.295325
7.41459,-0.0602582,0.00417062
7.48541,-0.157758,0.00257775
7.52472,-0.112684,0.293882
7.47414,-0.0430412,0.295325
7.41459,-0.0602582,0.00417063
7.47414,0.0430421,0.295325
7.41459,0.0602583,0.00417048
7.41459,-0.0602582,0.00417063
7.47414,-0.0430412,0.295325
7.47414,0.0430421,0.295325
7.41459,0.0602583,0.00417046
7.52472,0.112685,0.293881
7.48541,0.157758,0.00257732
7.41459,0.0602583,0.00417046
7.47414,0.0430421,0.295325
7.52472,0.112685,0.293881
7.48541,0.157758,0.00257733
7.60656,0.139286,0.291545
7.6,0.195,-2.75439e-07
7.48541,0.157758,0.00257733
7.52472,0.112685,0.293881
7.60656,0.139286,0.291545
7.60656,0.139286,0.291545
7.699,0.104018,0.819664
7.68839,0.112685,0.289209
7.60656,0.139286,0.291545
7.62347,0.128573,0.822157
7.699,0.104018,0.819664
7.68839,0.112685,0.289209
7.74568,0.0397322,0.818123
7.73897,0.043042,0.287765
7.68839,0.112685,0.289209
7.699,0.104018,0.819664
7.74568,0.0397322,0.818123
7.73897,0.043042,0.287765
7.74568,-0.0397294,0.818123
7.73897,-0.0430413,0.287765
7.73897,0.043042,0.287765
7.74568,0.0397322,0.818123
7.74568,-0.0397294,0.818123
7.73897,-0.0430413,0.287765
7.699,-0.104015,0.819664
7.68839,-0.112684,0.289209
7.73897,-0.0430413,0.287765
7.74568,-0.0397294,0.818123
7.699,-0.104015,0.819664
7.68839,-0.112684,0.289209
7.62347,-0.12857,0.822158
7.60656,-0.139285,0.291545
7.68839,-0.112684,0.289209
7.699,-0.104015,0.819664
7.62347,-0.12857,0.822158
7.60656,-0.139285,0.291545
7.54794,-0.104015,0.824651
7.52472,-0.112684,0.293882
7.60656,-0.139285,0.291545
7.62347,-0.12857,0.822158
7.54794,-0.104015,0.824651
7.52472,-0.112684,0.293882
7.50126,-0.0397293,0.826192
7.47414,-0.0430412,0.295325
7.52472,-0.112684,0.293882
7.54794,-0.104015,0.824651
7.50126,-0.0397293,0.826192
7.47414,-0.0430412,0.295325
7.50126,0.0397322,0.826192
7.47414,0.0430421,0.295325
7.47414,-0.0430412,0.295325
7.50126,-0.0397293,0.826192
7.50126,0.0397322,0.826192
7.47414,0.0430421,0.295325
7.54794,0.104018,0.824651
7.52472,0.112685,0.293881
7.47414,0.0430421,0.295325
7.50126,0.0397322,0.826192
7.54794,0.104018,0.824651
7.52472,0.112685,0.293881
7.62347,0.128573,0.822157
7.60656,0.139286,0.291545
7.52472,0.112685,0.293881
7.54794,0.104018,0.824651
7.62347,0.128573,0.822157
7.62347,0.128573,0.822157
7.71583,0.0953512,1.50203
7.699,0.104018,0.819664
7.62347,0.128573,0.822157
7.64659,0.11786,1.50437
7.71583,0.0953512,1.50203
7.699,0.104018,0.819664
7.75862,0.0364226,1.50058
7.74568,0.0397322,0.818123
7.699,0.104018,0.819664
7.71583,0.0953512,1.50203
7.75862,0.0364226,1.50058
7.74568,0.0397322,0.818123
7.75862,-0.0364171,1.50058
7.74568,-0.0397294,0.818123
7.74568,0.0397322,0.818123
7.75862,0.0364226,1.50058
7.75862,-0.0364171,1.50058
7.74568,-0.0397294,0.818123
7.71583,-0.0953457,1.50203
7.699,-0.104015,0.819664
7.74568,-0.0397294,0.818123
7.75862,-0.0364171,1.50058
7.71583,-0.0953457,1.50203
7.699,-0.104015,0.819664
7.64659,-0.117854,1.50437
7.62347,-0.12857,0.822158
7.699,-0.104015,0.819664
7.71583,-0.0953457,1.50203
7.64659,-0.117854,1.50437
7.62347,-0.12857,0.822158
7.57736,-0.0953457,1.50672
7.54794,-0.104015,0.824651
7.62347,-0.12857,0.822158
7.64659,-0.117854,1.50437
7.57736,-0.0953457,1.50672
7.54794,-0.104015,0.824651
7.53457,-0.036417,1.50816
7.50126,-0.0397293,0.826192
7.54794,-0.104015,0.824651
7.57736,-0.0953457,1.50672
7.53457,-0.036417,1.50816
7.50126,-0.0397293,0.826192
7.53457,0.0364227,1.50816
7.50126,0.0397322,0.826192
7.50126,-0.0397293,0.826192
7.53457,-0.036417,1.50816
7.53457,0.0364226,1.50816
7.50126,0.0397322,0.826192
7.57736,0.0953512,1.50671
7.54794,0.104018,0.824651
7.50126,0.0397322,0.826192
7.53457,0.0364227,1.50816
7.57736,0.0953512,1.50671
7.54794,0.104018,0.824651
7.64659,0.11786,1.50437
7.62347,0.128573,0.822157
7.54794,0.104018,0.824651
7.57736,0.0953512,1.50671
7.64659,0.11786,1.50437
7.64659,0.11786,1.50437
7.73473,0.0866847,2.24866
7.71583,0.0953512,1.50203
7.64659,0.11786,1.50437
7.67179,0.107147,2.25073
7.73473,0.0866847,2.24866
7.71583,0.0953512,1.50203
7.77363,0.0331132,2.24738
7.75862,0.0364226,1.50058
7.71583,0.0953512,1.50203
7.73473,0.0866847,2.24866
7.77363,0.0331132,2.24738
7.75862,0.0364226,1.50058
7.77363,-0.0331047,2.24738
